rank,College Name,Location,nces_id,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio,SAT Math,SAT R/W,Admission Rate,Admissions Deadline,Overall Grade,College Grade Card,Popular Majors,College Description,Avg Salary,Employment Rate,College Highlights
1326,University of St. Augustine for Health Sciences,San Marcos ,,,,,,,,,,,,,,,,,,,,,
1327,Bluefield College,Bluefield,231554.0,VA,3000 College Avenue Bluefield Virginia 24605,(276) 326-3682,www.bluefield.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,965 (753 undergraduate),14 to 1,,,,,,,,,,,
1328,Lake Washington Institute of Technology,Kirkland,235699.0,WA,11605 132nd Ave NE Kirkland Washington 98034-8506,(425) 739-8100,www.lwtech.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,3319 (all undergraduate),12 to 1,,,,,C+,"Academics : C,Value : B-,Diversity : B+,Campus : B+,Athletics : Unavailable,Party Scene : B-,Professors : C,Location : B+,Dorms : Unavailable,Campus Food : Unavailable,Student Life : A-,Safety : A","Early Childhood Education,Automotive Mechanics,Horticulture,Computer Systems Networking and Telecommunications,Nursing,Nursing Assistant,Medical Assistant,Accounting Technician and Bookkeeping,Welding,Computer Programming","Lake Washington Tech is a public college located in Kirkland, Washington in the Seattle Area. It is a small institution with an enrollment of 1,786 undergraduate students. The Lake Washington Tech acceptance rate is 100%. Popular majors include Early Childhood Education, Automotive Mechanics, and Horticulture. Graduating 28% of students, Lake Washington Tech alumni go on to earn a starting salary of $34,700.","$41,400/ year
National avg salary is $33,028","84%
National is 83%","Safest College Campuses in America:109 of 1,387,Colleges with the Best Student Life in America:355 of 1,612,Best College Locations in America:408 of 1,634"
1329,Great Basin College,Elko ,182306.0,NV,1500 College Parkway Elko Nevada 89801,(775) 738-8493,www.gbcnv.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,3772 (all undergraduate),18 to 1,,,,,C,"Academics : C-,Value : C+,Diversity : B+,Campus : B,Athletics : Unavailable,Party Scene : C+,Professors : C,Location : B,Dorms : B-,Campus Food : Unavailable,Student Life : B-,Safety : A","Nursing Assistant,Liberal Arts and Humanities,Emergency Medical Technician (EMT Paramedic),Heavy Equipment Maintenance Technician,Electrician,Nursing,Lab Technician,Business,Electrical Engineering Technician,Automotive Mechanics","Great Basin is a public college located in Elko, Nevada. It is a small institution with an enrollment of 1,022 undergraduate students. The Great Basin acceptance rate is 100%. Popular majors include Nursing Assistant, Liberal Arts and Humanities, and Emergency Medical Technician (EMT Paramedic). Graduating 42% of students, Great Basin alumni go on to earn a starting salary of $25,600.","$31,300/ year
National avg salary is $33,028","80%
National is 83%","Safest College Campuses in America:135 of 1,387,Most Liberal Colleges in America:302 of 849,Best College Campuses in America:429 of 1,419"
1330,Bethany College,Bethany,154721.0,KS,335 E Swensson St Lindsborg Kansas 67456-1897,(785) 227-3380,www.bethanylb.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,790 (all undergraduate),14 to 1,,,,,C,"Academics : C+,Value : B-,Diversity : A,Campus : C-,Athletics : B-,Party Scene : B,Professors : B-,Location : C,Dorms : B,Campus Food : C,Student Life : C,Safety : C","Biology,Communications,Psychology,Social Work and Youth Services,Physical Education Teaching and Coaching,Business,Marketing,Accounting,Chemistry,Finance","Bethany - West Virginia is a private, Christian college located in Bethany, West Virginia. It is a small institution with an enrollment of 511 undergraduate students. The Bethany - West Virginia acceptance rate is 95%. Popular majors include Biology, Communications, and Psychology. Graduating 46% of students, Bethany - West Virginia alumni go on to earn a starting salary of $29,200.","$40,400/ year
National avg salary is $33,028","92%
National is 83%","Most Diverse Colleges in America:403 of 1,616,Most Conservative Colleges in America:626 of 854,Top Party Schools in America:639 of 1,612"
1331,University of Pikeville,Pikeville,157535.0,KY,147 Sycamore St Pikeville Kentucky 41501,(606) 218-5250,www.upike.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,2240 (1348 undergraduate),14 to 1,,,,,C,"Academics : C+,Value : C+,Diversity : B-,Campus : C+,Athletics : B,Party Scene : C+,Professors : B,Location : C+,Dorms : B-,Campus Food : C,Student Life : B-,Safety : A","Business,Nursing,Biology,Psychology,Criminal Justice and Safety Studies,Elementary Education,History,Communications,English,Social Work and Youth Services","Pikeville is a private, Christian university located in Pikeville, Kentucky. It is a small institution with an enrollment of 1,074 undergraduate students. The Pikeville acceptance rate is 100%. Popular majors include Business, Nursing, and Biology. Graduating 28% of students, Pikeville alumni go on to earn a starting salary of $28,300.","$31,100/ year
National avg salary is $33,028","86%
National is 83%","Safest College Campuses in America:156 of 1,387,Most Conservative Colleges in America:485 of 854,Best College Athletics in America:547 of 1,422"
1332,Howard Payne University,Brownwood,225548.0,TX,1000 Fisk St. Brownwood Texas 76801-2794,(325) 646-2502,www.hputx.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1060 (981 undergraduate),10 to 1,,,,,C+,"Academics : B-,Value : C+,Diversity : B-,Campus : B-,Athletics : B,Party Scene : C,Professors : B,Location : C+,Dorms : B-,Campus Food : C+,Student Life : C+,Safety : B+","Business,Elementary Education,Physical Education Teaching and Coaching,Political Science and Government,Criminology,Theological and Ministerial Studies,Marketing,Communications,Psychology,Engineering Mechanics","A Christian liberal arts institution, Howard Payne University prides itself on fostering a close community where personal connection is valued. Through teaching, learning and service, the faculty and staff truly invest in students success.","$37,600/ year
National avg salary is $33,028","93%
National is 83%","Most Conservative Colleges in America:56 of 854,Hardest Colleges to Get Into in America:328 of 1,702,Safest College Campuses in America:457 of 1,387"
1333,Huston-Tillotson University,Austin,225575.0,TX,900 Chicon St Austin Texas 78702-2795,(512) 505-3000,www.htu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1058 (1045 undergraduate),16 to 1,,,,,C,"Academics : C,Value : C+,Diversity : B+,Campus : B-,Athletics : B-,Party Scene : A,Professors : C,Location : A+,Dorms : C+,Campus Food : B,Student Life : B+,Safety : B+","Business,Kinesiology and Exercise Science,Psychology,Biology,Education,Criminal Justice and Law Enforcement Administration,Communications,Music History and Literature,Information Science,Liberal Arts and Humanities","Huston-Tillotson is a private, non-denominational university located in Austin, Texas. As a historically black college, HTU has a strong history of and commitment to the education of black Americans. It is a small institution with an enrollment of 1,026 undergraduate students. Admissions is somewhat competitive as the Huston-Tillotson acceptance rate is 63%. Popular majors include Business, Kinesiology and Exercise Science, and Psychology. Graduating 28% of students, Huston-Tillotson alumni go on to earn a starting salary of $27,700.","$30,800/ year
National avg salary is $33,028","91%
National is 83%","Best College Locations in America:48 of 1,634,Top Party Schools in America:131 of 1,612,Best Greek Life Colleges in America:194 of 824"
1334,Vanguard University of Southern California,Costa Mesa ,123651.0,CA,55 Fair Dr Costa Mesa California 92626,(714) 556-3610,www.vanguard.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,2289 (1997 undergraduate),16 to 1,,,,,B,"Academics : B,Value : B+,Diversity : A-,Campus : B,Athletics : B,Party Scene : C,Professors : B-,Location : A+,Dorms : B,Campus Food : B-,Student Life : B+,Safety : B+","Psychology,Business,Nursing Administration,Communications,Religious Studies,Education,Kinesiology and Exercise Science,Biology,Sociology,Early Childhood Education","The mission of Vanguard University is to pursue knowledge, cultivate character, deepen faith, and equip each student for a Spirit-empowered life of Christ-centered leadership and service.","$41,800/ year
National avg salary is $33,028","92%
National is 83%","Best College Locations in America:43 of 1,634,Best Hispanic-Serving Institutions in America:44 of 356,Best Colleges for Kinesiology and Physical Therapy in America:59 of 585"
1335,Kansas City University,Kansas City,,,,,,,,,,,,,,,,,,,,,
1336,Virginia Wesleyan University,Virginia Beach,234173.0,VA,5817 Wesleyan Drive Virginia Beach Virginia 23455,(757) 455-3200,www.vwu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1347 (1274 undergraduate),12 to 1,,,,,C,"Academics : C+,Value : B-,Diversity : A-,Campus : D,Athletics : A-,Party Scene : C+,Professors : C+,Location : B+,Dorms : D-,Campus Food : C-,Student Life : C-,Safety : B+","Business,Criminal Justice and Safety Studies,Psychology,Biology,Parks, Recreation and Leisure Studies,Communications,Education,Mathematics,English,Arts","Wesleyan is a private, Christian university located in Virginia Beach, Virginia in the Norfolk Area. It is a small institution with an enrollment of 1,245 undergraduate students. Admissions is somewhat competitive as the Wesleyan acceptance rate is 77%. Popular majors include Business, Criminal Justice and Safety Studies, and Psychology. Graduating 48% of students, Wesleyan alumni go on to earn a starting salary of $29,800.","$40,700/ year
National avg salary is $33,028","92%
National is 83%","Best College Athletics in America:201 of 1,422,Most Conservative Colleges in America:396 of 854,Safest College Campuses in America:430 of 1,387"
1337,University of Maine at Augusta,Augusta,161217.0,ME,46 University Dr Augusta Maine 04330-9410,(207) 621-3000,www.uma.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,4202 (4165 undergraduate),16 to 1,,,,,C,"Academics : C+,Value : C,Diversity : B-,Campus : B-,Athletics : D,Party Scene : C,Professors : B-,Location : B,Dorms : Unavailable,Campus Food : B+,Student Life : C,Safety : A","Liberal Arts and Humanities,Psychiatric and Mental Health Services,Business,Information Technology,Library Science,Accounting,Criminal Justice and Law Enforcement Administration,Veterinary Technician and Assistant,Mental Health Counseling,Dental Assisting","UMA is the third-largest public university in Maine. In addition to its main campus in the states capital, UMA also serves students at its campus in Bangor (UMA Bangor) and through UMA's statewide Centers. With 42 locations and long-term expertise in online and distance learning, UMA has been generally considered the university of choice for Mainers of all ages who want to attend college without uprooting their lives. Our mission is to transform the lives of students of every age and background across the State of Maine and beyond through access to high-quality distance and on-site education, excellence in student support, civic engagement, and professional and liberal arts programs.","$27,700/ year
National avg salary is $33,028","80%
National is 83%","Safest College Campuses in America:75 of 1,387,Best College Food in America:339 of 1,392,Most Conservative Colleges in America:753 of 854"
1338,"New York City College of Technology, CUNY",Brooklyn,,,,,,,,,,,,,,,,,,,,,
1339,Tabor College,Hillsboro,155973.0,KS,400 S Jefferson Hillsboro Kansas 67063-1799,(620) 947-3121,tabor.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,642 (586 undergraduate),15 to 1,,,,,C+,"Academics : B-,Value : B-,Diversity : A-,Campus : C+,Athletics : B,Party Scene : C,Professors : C+,Location : B-,Dorms : B,Campus Food : C+,Student Life : C+,Safety : A-","Nursing,Business,Psychology,Sport and Fitness Management,Accounting,Elementary Education,High School Education,Kinesiology and Exercise Science,Physical Education Teaching and Coaching,Criminology","Tabor is a private, Christian college located in Hillsboro, Kansas. It is a small institution with an enrollment of 481 undergraduate students. Admissions is fairly competitive as the Tabor acceptance rate is 56%. Popular majors include Nursing, Business, and Psychology. Graduating 43% of students, Tabor alumni go on to earn a starting salary of $33,400.","$40,800/ year
National avg salary is $33,028","90%
National is 83%","Safest College Campuses in America:317 of 1,387,Hardest Colleges to Get Into in America:353 of 1,702,Most Liberal Colleges in America:363 of 849"
1340,Grand View University,Des Moines,153375.0,IA,1200 Grandview Ave Des Moines Iowa 50316,(515) 263-2800,www.grandview.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1874 (1694 undergraduate),12 to 1,,,,,B-,"Academics : C+,Value : B,Diversity : A-,Campus : B,Athletics : B+,Party Scene : B+,Professors : C+,Location : B-,Dorms : B+,Campus Food : B-,Student Life : B+,Safety : B","Nursing,Business,Psychology,Finance,Biology,Criminal Justice and Safety Studies,Liberal Arts and Humanities,Marketing,Accounting,Human Resources","Grand View is a private, Christian university located in Des Moines, Iowa. It is a small institution with an enrollment of 1,591 undergraduate students. The Grand View acceptance rate is 96%. Popular majors include Nursing, Business, and Psychology. Graduating 55% of students, Grand View alumni go on to earn a starting salary of $37,600.","$43,200/ year
National avg salary is $33,028","95%
National is 83%","Most Liberal Colleges in America:237 of 849,Best College Dorms in America:245 of 1,392,Best College Athletics in America:324 of 1,422"
1341,Palo Alto University,Palo Alto,120698.0,CA,1791 Arastradero Rd Palo Alto California 94304-1337,(800) 818-6136,www.paloaltou.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - professional practice,No,1163 (76 undergraduate),12 to 1,,,,,,,,,,,
1342,Limestone College,Gaffney,,,,,,,,,,,,,,,,,,,,,
1343,Briar Cliff University,Sioux City,152992.0,IA,3303 Rebecca Street Sioux City Iowa 51104,(712) 279-5321,www.briarcliff.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,1076 (817 undergraduate),11 to 1,,,,,C,"Academics : C,Value : B-,Diversity : A,Campus : D-,Athletics : B-,Party Scene : B-,Professors : C+,Location : B-,Dorms : D,Campus Food : C-,Student Life : C-,Safety : B-","Nursing,Business,Social Work and Youth Services,Biology,Kinesiology and Exercise Science,Elementary Education,Accounting,Environmental Science,Marketing,Sport and Fitness Management","Briar Cliff is a private, Catholic university located in Sioux City, Iowa. It is a small institution with an enrollment of 670 undergraduate students. The Briar Cliff acceptance rate is 100%. Popular majors include Nursing, Business, and Social Work and Youth Services. Graduating 40% of students, Briar Cliff alumni go on to earn a starting salary of $35,200.","$41,900/ year
National avg salary is $33,028","95%
National is 83%","Most Conservative Colleges in America:205 of 854,Most Diverse Colleges in America:357 of 1,616"
1344,Southern University at New Orleans,New Orleans,160630.0,LA,6400 Press Drive New Orleans Louisiana 70126,(504) 286-5000,www.suno.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2264 (1941 undergraduate),17 to 1,,,,,C-,"Academics : C+,Value : C,Diversity : B,Campus : C-,Athletics : C,Party Scene : B-,Professors : B-,Location : C+,Dorms : B,Campus Food : B-,Student Life : C-,Safety : C+","Business,Liberal Arts and Humanities,Criminal Justice and Safety Studies,Social Work and Youth Services,Psychology,Substance Abuse and Addiction Counseling,Education,Biology,Family and Community Services,Information Science","Southern at New Orleans is a public university located in New Orleans, Louisiana. As a historically black college, Southern at New Orleans has a strong history of and commitment to the education of black Americans. It is a small institution with an enrollment of 1,383 undergraduate students. Admissions is somewhat competitive as the Southern at New Orleans acceptance rate is 60%. Popular majors include Business, Liberal Arts and Humanities, and Criminal Justice and Safety Studies. Graduating 21% of students, Southern at New Orleans alumni go on to earn a starting salary of $24,800.","$28,600/ year
National avg salary is $33,028","88%
National is 83%","Most Conservative Colleges in America:465 of 854,Hardest Colleges to Get Into in America:592 of 1,702,Best College Dorms in America:642 of 1,392"
1345,Northwestern Health Sciences University,Bloomington,174507.0,MN,2501 W 84th St Bloomington Minnesota 55431,(952) 888-4777,www.nwhealth.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,No,1132 (379 undergraduate),7 to 1,,,,,,,,,,,
1346,Valley City State University,Valley City,200572.0,ND,101 College St SW Valley City North Dakota 58072,(701) 845-7990,www.vcsu.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1676 (1541 undergraduate),13 to 1,,,,,B,"Academics : B,Value : B+,Diversity : B+,Campus : B-,Athletics : B-,Party Scene : B-,Professors : C+,Location : C+,Dorms : A-,Campus Food : B,Student Life : B-,Safety : A-","Elementary Education,Physical Education Teaching and Coaching,Education,Business,Wildlife and Fisheries Management,History Teacher Education,English,English and Speech Teacher Education,Health Teacher Education,Human Services","Valley City State is an above-average public university located in Valley City, North Dakota. It is a small institution with an enrollment of 904 undergraduate students. Admissions is somewhat competitive as the Valley City State acceptance rate is 76%. Popular majors include Elementary Education, Physical Education Teaching and Coaching, and Education. Graduating 50% of students, Valley City State alumni go on to earn a starting salary of $36,400.","$39,300/ year
National avg salary is $33,028","93%
National is 83%","Best Online Colleges in America:55 of 326,Best Colleges for Education in America:133 of 921,Best College Dorms in America:205 of 1,392"
1347,Warner Pacific College,Portland,,,,,,,,,,,,,,,C+,"Academics : C,Value : B,Diversity : A,Campus : C+,Athletics : C+,Party Scene : B-,Professors : B-,Location : B+,Dorms : C-,Campus Food : B-,Student Life : C+,Safety : B+","Human Development,Accounting,Business,Education,Sport and Fitness Management,Biology,English,Healthcare Management,Psychology,Social Science Research Methods","Warner Pacific is a private, Christian college located in Portland, Oregon. It is a small institution with an enrollment of 381 undergraduate students. The Warner Pacific acceptance rate is 97%. Popular majors include Human Development, Accounting, and Business. Graduating 46% of students, Warner Pacific alumni go on to earn a starting salary of $37,900.","$41,000/ year
National avg salary is $33,028","90%
National is 83%",Data Not Available
1348,Walsh College,Troy,172608.0,MI,3838 Livernois Troy Michigan 48083-5066,(248) 823-1600,www.walshcollege.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,No,1744 (722 undergraduate),11 to 1,,,,,,,,,,,
1349,NewSchool of Architecture and Design,San Diego,,,,,,,,,,,,,,,,,,,,,
1350,Defiance College,Defiance,202514.0,OH,701 N Clinton St. Defiance Ohio 43512,(419) 784-4010,www.defiance.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,607 (562 undergraduate),12 to 1,,,,,C,"Academics : B-,Value : C+,Diversity : A-,Campus : C-,Athletics : B-,Party Scene : B-,Professors : B-,Location : C+,Dorms : C+,Campus Food : C,Student Life : C-,Safety : B-","Business,Early Childhood Education,Kinesiology and Exercise Science,Social Work and Youth Services,Special Education and Teaching,Sport and Fitness Management,Liberal Arts and Humanities,Police and Criminal Science,Accounting,Computer and Information Systems Security","Defiance is a private, Christian college located in Defiance, Ohio. It is a small institution with an enrollment of 464 undergraduate students. Admissions is fairly competitive as the Defiance acceptance rate is 50%. Popular majors include Business, Early Childhood Education, and Kinesiology and Exercise Science. Graduating 35% of students, Defiance alumni go on to earn a starting salary of $31,900.","$41,000/ year
National avg salary is $33,028","95%
National is 83%",Data Not Available
1351,William Peace University,Raleigh,199272.0,NC,15 E Peace St Raleigh North Carolina 27604-1194,(919) 508-2000,www.peace.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,830 (all undergraduate),12 to 1,,,,,B-,"Academics : B-,Value : B-,Diversity : A-,Campus : B-,Athletics : B-,Party Scene : C+,Professors : C+,Location : A-,Dorms : B,Campus Food : C+,Student Life : B-,Safety : B","Business,Criminology,Psychology,Game Design and Interactive Media,Biology,Liberal Arts and Humanities,Public Relations,Communications,Performing Arts,Pre-Law Studies","- Located in the heart of downtown Raleigh, NC, one of U.S News Best Places to Live, William Peace University is known for its hands-on approach and innovative teaching, offering 30+ undergraduate programs and 10 professional degrees in criminal justice, education, business administration, and more. ","$36,000/ year
National avg salary is $33,028","89%
National is 83%","Best Colleges for Design in America:160 of 419,Best Colleges for Criminal Justice in America:180 of 666,Best Colleges for Performing Arts in America:190 of 555"
1352,University of Northwestern Ohio,Lima,204486.0,OH,1441 N Cable Rd Lima Ohio 45805,(419) 227-3141,www.unoh.edu/,4-year primarily associate's Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,3009 (2944 undergraduate),23 to 1,,,,,C,"Academics : C-,Value : B-,Diversity : B+,Campus : C+,Athletics : B-,Party Scene : B-,Professors : C-,Location : C,Dorms : B,Campus Food : B+,Student Life : C,Safety : B+","Automotive Mechanics,Diesel Mechanics,Mechanics and Repair,Agricultural Mechanics and Machinery,Business,Robotics and Automation Engineering Technician,Truck,  Bus, and Commercial Vehicle Operation,HVAC and Refrigeration Engineering Technician,Accounting,Agricultural Business","Northwestern Ohio is a private university located in Lima, Ohio. It is a small institution with an enrollment of 2,953 undergraduate students. The Northwestern Ohio acceptance rate is 100%. Popular majors include Automotive Mechanics, Diesel Mechanics, and Mechanics and Repair. Graduating 60% of students, Northwestern Ohio alumni go on to earn a starting salary of $34,300.","$40,800/ year
National avg salary is $33,028","93%
National is 83%","Most Conservative Colleges in America:339 of 854,Best College Food in America:346 of 1,392,Safest College Campuses in America:588 of 1,387"
1353,Milwaukee Institute of Art and Design,Milwaukee,,,,,,,,,,,,,,,B,"Academics : B,Value : B-,Diversity : B+,Campus : B+,Athletics : Unavailable,Party Scene : B,Professors : B-,Location : A+,Dorms : A,Campus Food : B+,Student Life : A,Safety : A-","Illustration,Studio Arts,Graphic Design,Industrial and Product Design,Interior Architecture","MIAD is an above-average private college located in Milwaukee, Wisconsin. It is a small institution with an enrollment of 855 undergraduate students. Admissions is somewhat competitive as the MIAD acceptance rate is 68%. Popular majors include Illustration, Studio Arts, and Graphic Design. Graduating 59% of students, MIAD alumni go on to earn a starting salary of $26,600.","$33,300/ year
National avg salary is $33,028","91%
National is 83%","Best Colleges for Design in America:28 of 419,Best College Locations in America:46 of 1,634,Best Colleges for Art in America:48 of 733"
1354,Keystone College,La Plume,213303.0,PA,One College Green La Plume Pennsylvania 18440-0200,(570) 945-8000,www.keystone.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1386 (1324 undergraduate),14 to 1,,,,,C-,"Academics : C,Value : C+,Diversity : B-,Campus : C-,Athletics : B-,Party Scene : C,Professors : C,Location : C,Dorms : C-,Campus Food : C+,Student Life : C-,Safety : B-","Business,Sport and Fitness Management,Psychology,Criminal Justice and Corrections,Biology,Information Technology,Studio Arts,Accounting,Health Service Preparatory Studies,Social Sciences","Keystone is a private college located in Factoryville, Pennsylvania in the Scranton Area. It is a small institution with an enrollment of 1,067 undergraduate students. Admissions is somewhat competitive as the Keystone acceptance rate is 79%. Popular majors include Business, Sport and Fitness Management, and Psychology. Graduating 47% of students, Keystone alumni go on to earn a starting salary of $27,000.","$33,100/ year
National avg salary is $33,028","93%
National is 83%",Most Liberal Colleges in America:755 of 849
1355,Lenoir-Rhyne University,Hickory,198835.0,NC,625 7th Avenue NE Hickory North Carolina 28601,(828) 328-1741,www.lr.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree,Yes,2686 (1783 undergraduate),13 to 1,,,,,C+,"Academics : C+,Value : B,Diversity : A-,Campus : C,Athletics : B+,Party Scene : B-,Professors : B-,Location : B-,Dorms : C,Campus Food : C,Student Life : B-,Safety : C+","Nursing,Kinesiology and Exercise Science,Management Sciences and Information Systems,Finance,Sport and Fitness Management,Biology,Psychology,Human Services,Information Science,Accounting","At Lenoir-Rhyne University, we foster pride, stability and success. We are committed to support our students for a life of purpose and career success. ","$38,500/ year
National avg salary is $33,028","95%
National is 83%","Best College Athletics in America:276 of 1,422,Most Conservative Colleges in America:536 of 854,Most Diverse Colleges in America:654 of 1,616"
1356,Waynesburg University,Waynesburg,216694.0,PA,51 W College St Waynesburg Pennsylvania 15370-1257,(724) 627-8191,www.waynesburg.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,1576 (1257 undergraduate),11 to 1,,,,,C+,"Academics : C+,Value : B,Diversity : B-,Campus : C-,Athletics : C+,Party Scene : C-,Professors : B-,Location : D+,Dorms : C+,Campus Food : C,Student Life : C-,Safety : A-","Nursing,Criminal Justice and Law Enforcement Administration,Communications,Psychology,Business,Elementary Education,Biology,Mathematics,Athletic Training,Biblical Studies","Consistently ranked a best value school, Waynesburg University has built a reputation for value, high-quality education and outcomes.","$45,300/ year
National avg salary is $33,028","94%
National is 83%","Most Conservative Colleges in America:95 of 854,Safest College Campuses in America:389 of 1,387,Best Value Colleges in America:880 of 1,601"
1357,Alcorn State University,Lorman,175342.0,MS,1000 ASU Dr Ste 359 Alcorn State Mississippi 39096-7500,(601) 877-6100,www.alcorn.edu/,4-year Public,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,3230 (2729 undergraduate),16 to 1,,,,,B,"Academics : B,Value : B-,Diversity : B+,Campus : B+,Athletics : B+,Party Scene : A,Professors : A,Location : C-,Dorms : B+,Campus Food : A,Student Life : B+,Safety : B","Biology,Liberal Arts and Humanities,Nursing,Business,Social Work and Youth Services,Psychology,Military Systems Technology,Criminal Justice and Safety Studies,Agricultural Business,Agriculture","Alcorn State is an above-average public university located in Alcorn State University, Mississippi. As a historically black college, Alcorn State has a strong history of and commitment to the education of black Americans. It is a small institution with an enrollment of 2,729 undergraduate students. Admissions is fairly competitive as the Alcorn State acceptance rate is 58%. Popular majors include Biology, Liberal Arts and Humanities, and Nursing. Graduating 41% of students, Alcorn State alumni go on to earn a starting salary of $23,100.","$31,100/ year
National avg salary is $33,028","90%
National is 83%","Best HBCU Schools in America:6 of 77,Best Greek Life Colleges in America:96 of 824,Best College Food in America:101 of 1,392"
1358,Newberry College,Newberry,218414.0,SC,2100 College St Newberry South Carolina 29108,(803) 276-5010,www.newberry.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1256 (all undergraduate),14 to 1,,,,,C+,"Academics : B-,Value : B-,Diversity : A,Campus : C-,Athletics : B+,Party Scene : B,Professors : B-,Location : C+,Dorms : C-,Campus Food : C+,Student Life : C+,Safety : B-","Business,Sport and Fitness Management,Nursing,Psychology,Biology,Accounting,Criminal Justice and Corrections,Sociology,Early Childhood Education,Chemistry","Newberry is a private, Christian college located in Newberry, South Carolina. It is a small institution with an enrollment of 1,225 undergraduate students. Admissions is somewhat competitive as the Newberry acceptance rate is 63%. Popular majors include Business, Sport and Fitness Management, and Nursing. Graduating 54% of students, Newberry alumni go on to earn a starting salary of $29,600.","$36,900/ year
National avg salary is $33,028","94%
National is 83%","Best Colleges for Sports Management in America:51 of 435,Most Conservative Colleges in America:271 of 854,Best Greek Life Colleges in America:326 of 824"
1359,Saint Augustine's University,Raleigh,199582.0,NC,1315 Oakwood Avenue Raleigh North Carolina 27610-2298,(919) 516-4000,www.st-aug.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1110 (all undergraduate),12 to 1,,,,,C-,"Academics : C-,Value : C-,Diversity : B+,Campus : C-,Athletics : B-,Party Scene : B+,Professors : C+,Location : B-,Dorms : C,Campus Food : C,Student Life : C,Safety : C+","Criminal Justice and Law Enforcement Administration,Sport and Fitness Management,Non-Profit and Public Management,Psychology,Business,Sociology,Communications,Political Science and Government,Biology,Information Science","Saint Augustine's is a private, Christian university located in Raleigh, North Carolina. As a historically black college, SAU has a strong history of and commitment to the education of black Americans. It is a small institution with an enrollment of 862 undergraduate students. Admissions is somewhat competitive as the Saint Augustine's acceptance rate is 73%. Popular majors include Criminal Justice and Law Enforcement Administration, Sport and Fitness Management, and Non-Profit and Public Management. Graduating 16% of students, Saint Augustine's alumni go on to earn a starting salary of $21,500.","$27,300/ year
National avg salary is $33,028","90%
National is 83%","Best Colleges for Criminal Justice in America:295 of 666,Best Greek Life Colleges in America:312 of 824,Top Party Schools in America:385 of 1,612"
