nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
482228,Veritas Baptist College,IN,All programs offered completely via Distance education181 US 50 E. Suite 204 Greendale Indiana 47025,(812) 221-1714,www.vbc.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,216 (164 undergraduate),9 to 1
231165,Vermont Technical College,VT,124 Admin Drive Randolph Vermont 05061,(802) 728-1000,www.vtc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,1520 (1516 undergraduate),9 to 1
197142,Villa Maria College,NY,240 Pine Ridge Rd Buffalo New York 14225-3999,(716) 896-0700,www.villa.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degree,No,508 (all undergraduate),9 to 1
216597,Villanova University,PA,800 Lancaster Avenue Villanova Pennsylvania 19085-1699,(610) 519-4500,www.villanova.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,11032 (7037 undergraduate),11 to 1
152637,Vincennes University,IN,1002 N First St Vincennes Indiana 47591,(812) 888-8888,www.vinu.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,16048 (all undergraduate),20 to 1
234030,Virginia Commonwealth University,VA,910 W Franklin St Richmond Virginia 23284-2512,(804) 828-0100,www.vcu.edu/,4-year Public,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,29070 (21943 undergraduate),18 to 1
234085,Virginia Military Institute,VA,VMI Parade Lexington Virginia 24450-0304,(540) 464-7207,www.vmi.edu/,4-year Public,Bachelor's degree,Yes,1698 (all undergraduate),11 to 1
233921,Virginia Polytechnic Institute and State University,VA,210 Burruss Hall 800 Drillfield Dr. Blacksburg Virginia 24061-0131,(540) 231-6994,www.vt.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,37024 (30020 undergraduate),14 to 1
234155,Virginia State University,VA,1 Hayden Drive Petersburg Virginia 23806,(804) 524-5000,www.vsu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,4020 (3659 undergraduate),12 to 1
234164,Virginia Union University,VA,1500 N Lombardy St Richmond Virginia 23220,(804) 257-5600,www.vuu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree,Yes,1516 (1209 undergraduate),21 to 1
234137,Virginia University of Lynchburg,VA,2058 Garfield Ave Lynchburg Virginia 24501,(434) 528-5276 x1145,www.vul.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreeDoctor's degree,Yes,244 (122 undergraduate),14 to 1
234173,Virginia Wesleyan University,VA,5817 Wesleyan Drive Virginia Beach Virginia 23455,(757) 455-3200,www.vwu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1347 (1274 undergraduate),12 to 1
449764,Visible Music College,TN,200 Madison Ave Memphis Tennessee 38103,(901) 381-3939,www.visible.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateBachelor's degreeMaster's degree,Yes,209 (200 undergraduate),6 to 1
377342,Vista College-Online,TX,All programs offered completely via Distance education300 N. Coit Rd Suite 300 Richardson Texas 75080,(972) 733-3431,vistacollege.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,574 (all undergraduate),32 to 1
240107,Viterbo University,WI,900 Viterbo Drive La Crosse Wisconsin 54601-8804,(608) 796-3001,www4.viterbo.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2516 (1736 undergraduate),12 to 1
218919,Voorhees College,SC,491 Porter Drive Denmark South Carolina 29042,(803) 780-1234,www.voorhees.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,368 (all undergraduate),11 to 1
446613,W L Bonner College,SC,4430 Argent Ct Columbia South Carolina 29203-5901,(803) 726-3503,www.wlbc.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,21 (all undergraduate),3 to 1
152673,Wabash College,IN,301 West Wabash Avenue Crawfordsville Indiana 47933-0352,(765) 361-6100,www.wabash.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,868 (all undergraduate),9 to 1
226879,Wade College,TX,1950 N. Stemmons Freeway Suite 4080 Dallas INFOMART Dallas Texas 75207,(214) 637-3530,www.wadecollege.edu/,4-year Private for-profit,Associate's degreeBachelor's degree,No,180 (all undergraduate),10 to 1
197197,Wagner College,NY,One Campus Rd Staten Island New York 10301-4495,(718) 390-3100,www.wagner.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2070 (1643 undergraduate),15 to 1
199847,Wake Forest University,NC,1834 Wake Forest Road Winston-Salem North Carolina 27106,(336) 758-5000,www.wfu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8789 (5441 undergraduate),11 to 1
125231,Walden University,MN,All programs offered completely via Distance education100 Washington Avenue South Suite 900 Minneapolis Minnesota 55401,(866) 492-5336,www.waldenu.edu/,4-year Private for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,No,49695 (7662 undergraduate),19 to 1
154518,Waldorf University,IA,106 S Sixth St Forest City Iowa 50436-1713,(641) 585-2450,www.waldorf.edu/,4-year Private for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,3025 (2523 undergraduate),25 to 1
236887,Walla Walla Community College,WA,500 Tausick Way Walla Walla Washington 99362-9267,(509) 522-2500,www.wwcc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,2940 (all undergraduate),15 to 1
236896,Walla Walla University,WA,204 S College Ave College Place Washington 99324-1198,(509) 527-2615,www.wallawalla.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,1737 (1545 undergraduate),15 to 1
172608,Walsh College,MI,3838 Livernois Troy Michigan 48083-5066,(248) 823-1600,www.walshcollege.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,No,1744 (722 undergraduate),11 to 1
206437,Walsh University,OH,2020 East Maple St North Canton Ohio 44720-3396,(330) 499-7090,www.walsh.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,2651 (1850 undergraduate),15 to 1
210304,Warner Pacific University,OR,2219 SE 68th Ave Portland Oregon 97215,(503) 517-1000,www.warnerpacific.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,466 (464 undergraduate),10 to 1
480198,Warner Pacific University Professional and Graduate Studies,OR,2600 SE 98th Ave Ste 200 Portland Oregon 97266,(503) 517-1550,www.warnerpacific.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,No,483 (282 undergraduate),20 to 1
138275,Warner University,FL,13895 Hwy 27 Lake Wales Florida 33859-8797,(863) 638-1426,www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,978 (820 undergraduate),14 to 1
199865,Warren Wilson College,NC,701 Warren Wilson Rd Swannanoa North Carolina 28778-2099,(828) 771-2000,www.warren-wilson.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,703 (625 undergraduate),9 to 1
154527,Wartburg College,IA,100 Wartburg Blvd. Waverly Iowa 50677-0903,(319) 352-8200,www.wartburg.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1563 (1562 undergraduate),12 to 1
156082,Washburn University,KS,1700 SW College Avenue Topeka Kansas 66621-0001,(785) 670-1010,www.washburn.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,5880 (5070 undergraduate),15 to 1
216667,Washington & Jefferson College,PA,60 S Lincoln St Washington Pennsylvania 15301,(724) 503-1001,www.washjeff.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1167 (1165 undergraduate),10 to 1
162210,Washington Adventist University,MD,7600 Flower Ave Takoma Park Maryland 20912,(301) 891-4000,www.wau.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreeMaster's degree,Yes,968 (845 undergraduate),11 to 1
234207,Washington and Lee University,VA,204 West Washington Street Lexington Virginia 24450-2116,(540) 458-8400,www.wlu.edu/,4-year Private not-for-profit,Bachelor's degreeDoctor's degree - professional practice,Yes,2183 (1822 undergraduate),8 to 1
164216,Washington College,MD,300 Washington Ave Chestertown Maryland 21620-1438,(410) 778-2800,www.washcoll.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1089 (all undergraduate),9 to 1
236939,Washington State University,WA,French Administration Building Pullman Washington 99164-5910,(509) 335-3564,wsu.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,31159 (25470 undergraduate),16 to 1
179867,Washington University in St Louis,MO,One Brookings Drive Saint Louis Missouri 63130-4899,(314) 935-5000,www.wustl.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,15449 (7653 undergraduate),7 to 1
229780,Wayland Baptist University,TX,1900 W 7th St. Plainview Texas 79072,(806) 291-1000,www.wbu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,4062 (3015 undergraduate),9 to 1
181783,Wayne State College,NE,1111 Main St Wayne Nebraska 68787,(402) 375-7000,www.wsc.edu/,4-year Public,Bachelor's degreeMaster's degreePost-master's certificate,Yes,4202 (3440 undergraduate),20 to 1
172644,Wayne State University,MI,656 West Kirby Street Detroit Michigan 48202,(313) 577-2424,www.wayne.edu/,4-year Public,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,26241 (17503 undergraduate),15 to 1
216694,Waynesburg University,PA,51 W College St Waynesburg Pennsylvania 15370-1257,(724) 627-8191,www.waynesburg.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,1576 (1257 undergraduate),11 to 1
197221,Webb Institute,NY,298 Crescent Beach Rd Glen Cove New York 11542-1398,(516) 671-8355,www.webb.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,101 (all undergraduate),8 to 1
138293,Webber International University,FL,1201 N Scenic Hwy Babson Park Florida 33827-0096,(863) 638-1431,www.webber.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,812 (735 undergraduate),25 to 1
230782,Weber State University,UT,3850 Dixon Parkway Dr. Dept. 1031 Ogden Utah 84408-1031,(801) 626-6000,www.weber.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,29596 (28685 undergraduate),21 to 1
179894,Webster University,MO,470 E Lockwood Ave. Saint Louis Missouri 63119-3194,(314) 968-6900,www.webster.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,8197 (2563 undergraduate),12 to 1
220206,Welch College,TN,1045 Bison Trail Gallatin Tennessee 37066-8460,(615) 675-5255,www.welch.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,358 (335 undergraduate),9 to 1
168218,Wellesley College,MA,106 Central St Wellesley Massachusetts 02481-8203,(781) 283-1000,www.wellesley.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,2280 (all undergraduate),7 to 1
197230,Wells College,NY,170 Main Street Aurora New York 13026-0500,(315) 364-3264,www.wells.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,357 (all undergraduate),9 to 1
236975,Wenatchee Valley College,WA,1300 Fifth St Wenatchee Washington 98801-1799,(509) 682-6800,www.wvc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,3090 (all undergraduate),13 to 1
168227,Wentworth Institute of Technology,MA,550 Huntington Ave Boston Massachusetts 02115,(617) 989-4590,wit.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,4389 (4222 undergraduate),16 to 1
131098,Wesley College,DE,120 N State St Dover Delaware 19901-3875,(302) 736-2300,www.wesley.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,917 (813 undergraduate),9 to 1
141325,Wesleyan College,GA,4760 Forsyth Road Macon Georgia 31210-4462,(478) 477-1110,www.wesleyancollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,779 (745 undergraduate),8 to 1
130697,Wesleyan University,CT,45 Wyllys Avenue Middletown Connecticut 06459,(860) 685-2000,www.wesleyan.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,3053 (2852 undergraduate),8 to 1
216764,West Chester University of Pennsylvania,PA,University Avenue and High Street West Chester Pennsylvania 19383,(610) 436-1000,www.wcupa.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,17719 (14712 undergraduate),20 to 1
441229,West Coast Ultrasound Institute,CA,3580 Wilshire Blvd. 4th Floor Los Angeles California 90010,(310) 289-5123,wcui.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,809 (all undergraduate),7 to 1
477039,West Coast University-Dallas,TX,8435 North Stemmons Freeway Dallas Texas 75247-3900,(214) 453-4533,westcoastuniversity.edu/,4-year Private for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,No,1496 (1182 undergraduate),22 to 1
443331,West Coast University-Los Angeles,CA,12215 Victory Boulevard North Hollywood California 91606,(818) 299-5500,westcoastuniversity.edu/,4-year Private for-profit,Bachelor's degree,No,2413 (all undergraduate),21 to 1
485272,West Coast University-Miami,FL,9250 NW 36th Street Doral Florida 33178-2431,(786) 501-7070,westcoastuniversity.edu/,4-year Private for-profit,Associate's degreeBachelor's degree,No,1194 (all undergraduate),15 to 1
458229,West Coast University-Ontario,CA,2855 E. Guasti Rd Ontario California 91761,(909) 467-6100,westcoastuniversity.edu/,4-year Private for-profit,Bachelor's degree,No,2408 (all undergraduate),20 to 1
458210,West Coast University-Orange County,CA,1477 S Manchester Ave Anaheim California 92802,(714) 782-1700,westcoastuniversity.edu/,4-year Private for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,No,4330 (2990 undergraduate),20 to 1
237932,West Liberty University,WV,208 University Drive West Liberty West Virginia 26074,(304) 336-5000,www.westliberty.edu/,4-year Public,Associate's degreeBachelor's degreeMaster's degree,Yes,2481 (2125 undergraduate),11 to 1
125471,West Los Angeles College,CA,9000 Overland Avenue Culver City California 90230-3519,(310) 287-4200,www.wlac.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,11417 (all undergraduate),26 to 1
229814,West Texas A & M University,TX,2501 4th Ave Canyon Texas 79016-0001,(806) 651-0000,www.wtamu.edu/,4-year Public,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,10036 (7326 undergraduate),15 to 1
237899,West Virginia State University,WV,Rte 25 Institute West Virginia 25112-1000,(304) 766-3000,www.wvstateu.edu/,4-year Public,One but less than two years certificateBachelor's degreeMaster's degree,Yes,3638 (3502 undergraduate),12 to 1
238032,West Virginia University,WV,PO Box 6201 Morgantown West Virginia 26506,(304) 293-0111,www.wvu.edu/,4-year Public,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,26269 (20495 undergraduate),21 to 1
237686,West Virginia University at Parkersburg,WV,300 Campus Drive Parkersburg West Virginia 26104,(304) 424-8000,www.wvup.edu/,4-year primarily associate's Public,One but less than two years certificateAssociate's degreeBachelor's degree,No,2624 (all undergraduate),15 to 1
237950,West Virginia University Institute of Technology,WV,512 South Kanawha Street Beckley West Virginia 25801,(304) 442-1000,www.wvutech.edu/,4-year Public,Bachelor's degree,Yes,1645 (all undergraduate),13 to 1
237969,West Virginia Wesleyan College,WV,59 College Ave Buckhannon West Virginia 26201-2994,(304) 473-8000,www.wvwc.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,1066 (979 undergraduate),12 to 1
490133,Westcliff University,CA,17877 Von Karman Ave Suite 400 Irvine California 92614,(888) 491-8686,www.westcliff.edu/,4-year Private for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3214 (981 undergraduate),9 to 1
200004,Western Carolina University,NC,Highway 107 Cullowhee North Carolina 28723-9646,(828) 227-7100,www.wcu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,12243 (10517 undergraduate),17 to 1
128391,Western Colorado University,CO,1 Western Way Gunnison Colorado 81231,(970) 943-2119,www.western.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3203 (2749 undergraduate),18 to 1
130776,Western Connecticut State University,CT,181 White Street Danbury Connecticut 06810-6826,(203) 837-8200,www.wcsu.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,5246 (4640 undergraduate),12 to 1
433387,Western Governors University,UT,All programs offered completely via Distance education4001 South 700 East Suite 700 Salt Lake City Utah 84107,(801) 274-3280,www.wgu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,No,147866 (104919 undergraduate),42 to 1
149772,Western Illinois University,IL,1 University Circle Macomb Illinois 61455,(309) 295-1414,www.wiu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,7490 (5854 undergraduate),13 to 1
157951,Western Kentucky University,KY,1906 College Heights Blvd Bowling Green Kentucky 42101-1000,(270) 745-0111,www.wku.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practiceDoctor's degree - other,Yes,17517 (15286 undergraduate),19 to 1
172699,Western Michigan University,MI,1903 W Michigan Ave Kalamazoo Michigan 49008-5200,(269) 387-1000,wmich.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,19887 (15969 undergraduate),18 to 1
182564,Western Nevada College,NV,2201 West College Parkway Carson City Nevada 89703-7399,(775) 445-3000,www.wnc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,3495 (all undergraduate),18 to 1
168254,Western New England University,MA,1215 Wilbraham Rd Springfield Massachusetts 01119-2684,(413) 782-3111,www1.wne.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3673 (2552 undergraduate),12 to 1
188304,Western New Mexico University,NM,1000 W. College Ave Silver City New Mexico 88061,(505) 538-6336,www.wnmu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2896 (1874 undergraduate),12 to 1
210429,Western Oregon University,OR,345 North Monmouth Ave Monmouth Oregon 97361-1394,(503) 838-8000,www.wou.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,4554 (4008 undergraduate),13 to 1
224679,Western Technical College,TX,9624 Plaza Circle El Paso Texas 79927,(915) 532-3737,www.westerntech.edu/,4-year primarily associate's Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,1324 (all undergraduate),30 to 1
224660,Western Technical College,TX,9451 Diana Drive El Paso Texas 79924,(915) 566-9621,www.westerntech.edu/,4-year primarily associate's Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,579 (all undergraduate),30 to 1
237011,Western Washington University,WA,516 High Street Bellingham Washington 98225-9008,(360) 650-3000,wwu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree,Yes,15197 (14194 undergraduate),18 to 1
168263,Westfield State University,MA,577 Western Ave Westfield Massachusetts 01086-1630,(413) 572-5300,www.westfield.ma.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,5395 (4633 undergraduate),15 to 1
179946,Westminster College,MO,501 Westminster Ave Fulton Missouri 65251-1299,(573) 642-3361,www.wcmo.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,609 (all undergraduate),10 to 1
216807,Westminster College,PA,319 South Market  Street New Wilmington Pennsylvania 16172,(724) 946-8761,www.westminster.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1228 (1149 undergraduate),11 to 1
230807,Westminster College,UT,1840 South 1300 East Salt Lake City Utah 84105,(801) 484-7651,www.westminstercollege.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,1849 (1426 undergraduate),9 to 1
125727,Westmont College,CA,955 La Paz Rd Santa Barbara California 93108-1089,(805) 565-6000,www.westmont.edu/,4-year Private not-for-profit,One but less than two years certificateBachelor's degree,Yes,1226 (all undergraduate),11 to 1
237039,Whatcom Community College,WA,237 W Kellogg Rd Bellingham Washington 98226,(360) 383-3000,whatcom.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,Yes,2719 (all undergraduate),12 to 1
149781,Wheaton College,IL,501 College Ave Wheaton Illinois 60187-5593,(630) 752-5000,www.wheaton.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2908 (2265 undergraduate),10 to 1
168281,Wheaton College,MA,26 E Main St Norton Massachusetts 02766-2322,(508) 286-8200,www.wheatoncollege.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1670 (all undergraduate),11 to 1
238078,Wheeling University,WV,316 Washington Ave Wheeling West Virginia 26003,(304) 243-2000,www.wju.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,857 (582 undergraduate),12 to 1
237057,Whitman College,WA,345 Boyer Ave Walla Walla Washington 99362,(509) 527-5111,www.whitman.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1360 (all undergraduate),8 to 1
125763,Whittier College,CA,13406 E Philadelphia Street Whittier California 90601,(562) 907-4205,www.whittier.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1564 (1490 undergraduate),11 to 1
237066,Whitworth University,WA,300 W Hawthorne Rd Spokane Washington 99251,(509) 777-1000,www.whitworth.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,2756 (2368 undergraduate),11 to 1
475200,Whitworth University-Adult Degree Programs,WA,300 W Hawthorne Rd Spokane Washington 99251,(509) 777-1000,www.whitworth.edu/cms/,4-year Private not-for-profit,Bachelor's degree,No,262 (all undergraduate),19 to 1
156125,Wichita State University,KS,1845 N. Fairmount Wichita Kansas 67260-0124,(316) 978-3456,www.wichita.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,14999 (11946 undergraduate),18 to 1
216852,Widener University,PA,One University Place Chester Pennsylvania 19013-5792,(610) 499-4000,www.widener.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,6150 (2912 undergraduate),13 to 1
206491,Wilberforce University,OH,1055 N Bickett Rd Wilberforce Ohio 45384-1001,(937) 376-2911,www.wilberforce.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,453 (439 undergraduate),10 to 1
229887,Wiley College,TX,711 Wiley Ave Marshall Texas 75670,(903) 927-3300,wileyc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,615 (all undergraduate),17 to 1
216931,Wilkes University,PA,84 West South Street Wilkes-Barre Pennsylvania 18766,(570) 408-5000,www.wilkes.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,4781 (2243 undergraduate),13 to 1
210401,Willamette University,OR,900 State St Salem Oregon 97301,(503) 370-6300,www.willamette.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,1866 (1302 undergraduate),10 to 1
231624,William & Mary,VA,200 Richmond Road Williamsburg Virginia 23187-8795,(757) 221-4000,www.wm.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8939 (6236 undergraduate),11 to 1
176479,William Carey University,MS,710 William Carey Parkway Hattiesburg Mississippi 39401,(601) 318-6051,www.wmcarey.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,5472 (3233 undergraduate),14 to 1
166717,William James College,MA,One Wells Avenue Newton Massachusetts 02459,(617) 327-6777,www.williamjames.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,No,805 (30 undergraduate),7 to 1
122728,William Jessup University,CA,2121 University Avenue Rocklin California 95765-3707,(916) 577-2200,www.jessup.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,1840 (1289 undergraduate),13 to 1
179955,William Jewell College,MO,500 College Hill Liberty Missouri 64068-1896,(816) 415-5979,www.jewell.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,751 (738 undergraduate),10 to 1
